number_of_trees,mtry,min_observations,terminal_nodes,rmse
250,5,5,15,782.4443457690936
250,5,10,1,1481.544376605171
250,5,10,2,976.5077209600789
250,5,10,5,914.982542669577
250,5,10,10,908.2614273599895
250,5,10,15,895.0133628565488
250,5,15,1,1473.2354248693678
250,5,15,2,973.2033806793025
250,5,15,5,984.718436641979
250,5,15,10,981.5909857084423
250,5,15,15,985.5220667850167
250,6,1,1,1478.189387206235
250,6,1,2,979.9135328762693
250,6,1,5,771.9400124951825
250,6,1,10,766.0968827207278
250,6,1,15,765.3494325496034
250,6,2,1,1482.83359564877
250,6,2,2,978.9443934282807
250,6,2,5,786.7004247029132
250,6,2,10,771.6810322147627
250,6,2,15,775.3020023422056
250,6,5,1,1471.4120517525555
250,6,5,2,971.2067718776088
250,6,5,5,776.4427573529726
250,6,5,10,765.5595893049943
250,6,5,15,774.9131156939579
250,6,10,1,1483.4459794741517
250,6,10,2,973.1407044921534
250,6,10,5,911.8509273567934
250,6,10,10,900.739428902973
250,6,10,15,918.8843173384859
250,6,15,1,1479.3397995895325
250,6,15,2,986.5480324975567
250,6,15,5,984.4822327863903
250,6,15,10,972.8913368663183
250,6,15,15,995.5854902707235
250,7,1,1,1472.4057962877823
250,7,1,2,974.2404704300799
250,7,1,5,774.0143946997971
250,7,1,10,761.5387054455624
250,7,1,15,754.7271755581615
250,7,2,1,1474.890981321895
250,7,2,2,981.0094506157991
250,7,2,5,783.7379350506467
250,7,2,10,768.2189561944446
250,7,2,15,766.6613574934286
250,7,5,1,1472.8562660330997
250,7,5,2,979.24651378978194
250,7,5,5,782.0711453007962
250,7,5,10,776.7952981859264
250,7,5,15,765.486440249731
250,7,10,1,1469.8107244426467
250,7,10,2,998.7801011988134
250,7,10,5,902.9648551744481
250,7,10,10,918.959002022707
250,7,10,15,903.172985389857
250,7,15,1,1475.1224431792987
250,7,15,2,967.657381214157
250,7,15,5,979.276672507312
250,7,15,10,966.4040618848016
250,7,15,15,991.6215662775759
250,8,1,1,1474.440815922049
250,8,1,2,990.3588755164528
250,8,1,5,795.5496125406979
250,8,1,10,767.4689417067106
250,8,1,15,767.2303629845037
250,8,2,1,1469.710598130278
250,8,2,2,970.9611462589462
250,8,2,5,777.8884951581379
250,8,2,10,770.0744854548162
250,8,2,15,773.9306640179941
250,8,5,1,1483.1895697569441
250,8,5,2,985.2010747910969
250,8,5,5,785.485177257438
250,8,5,10,779.8279883950294
250,8,5,15,772.6969880120636
250,8,10,1,1476.3216619685675
250,8,10,2,969.0307760677092
250,8,10,5,921.9577929312709
250,8,10,10,891.756599141261
250,8,10,15,915.7583541014978
250,8,15,1,1476.000020445963
250,8,15,2,980.9413085912909
250,8,15,5,980.4353208272981
250,8,15,10,969.9917007156319
250,8,15,15,987.087277793372
250,9,1,1,1476.8012020417825
250,9,1,2,990.2818437718328
250,9,1,5,787.4277215896759
250,9,1,10,765.1702175870784
250,9,1,15,774.2067171464392
250,9,2,1,1488.9832358341673
250,9,2,2,979.1429597627719
250,9,2,5,786.9168999906317
250,9,2,10,772.4597875770874
250,9,2,15,766.4669908567491
250,9,5,1,1488.9138521454497
250,9,5,2,984.6538970040995
250,9,5,5,783.75432407855
250,9,5,10,772.647600106354
250,9,5,15,773.8867382377931
250,9,10,1,1482.317437618664
250,9,10,2,988.4138622773706
250,9,10,5,906.9472881860457
250,9,10,10,891.8342068360342
250,9,10,15,912.8064645171356
250,9,15,1,1482.683864019177
250,9,15,2,979.5723071981606
250,9,15,5,978.5923266281276
250,9,15,10,970.2840841486196
250,9,15,15,982.4866970749326
250,10,1,1,1467.8266620497484
250,10,1,2,982.2426204605281
250,10,1,5,783.7448523830968
250,10,1,10,767.436616614553
250,10,1,15,777.5128785608634
250,10,2,1,1474.0194150161271
250,10,2,2,981.448822202547
250,10,2,5,777.76405293031155
250,10,2,10,766.4406882636064
250,10,2,15,761.2990570120916
250,10,5,1,1481.896087752237
250,10,5,2,995.0805265475811
250,10,5,5,781.5732518025563
250,10,5,10,783.3141303554362
250,10,5,15,787.4491480622062
250,10,10,1,1480.0651266999564
250,10,10,2,987.7991130962619
250,10,10,5,901.051320720439
250,10,10,10,904.7880444498411
250,10,10,15,909.5096478523085
250,10,15,1,1476.5213478967366
250,10,15,2,980.1430603902971
250,10,15,5,979.739584341687
250,10,15,10,979.4602243978088
250,10,15,15,973.3455506918908
250,11,1,1,1476.470219000332
250,11,1,2,971.6684922314979
250,11,1,5,781.4758700582979
250,11,1,10,762.3744300872434
250,11,1,15,768.6289710295858
250,11,2,1,1469.4090452870985
250,11,2,2,975.3639863544524
250,11,2,5,787.1859696866093
250,11,2,10,771.5332958291158
250,11,2,15,771.7465938200397
250,11,5,1,1478.0810382381615
250,11,5,2,981.5093601719324
250,11,5,5,784.6367013321
250,11,5,10,774.5060833930204
250,11,5,15,786.3367148586942
250,11,10,1,1476.9041399615326
250,11,10,2,977.3948594266741
250,11,10,5,913.8249261705968
250,11,10,10,913.6881273000761
250,11,10,15,913.6881957930457
250,11,15,1,1479.1277580345284
250,11,15,2,989.5730476099583
250,11,15,5,991.5465020013579
250,11,15,10,980.8682053377394
250,11,15,15,993.1428071494587
250,12,1,1,1478.7884444630113
250,12,1,2,979.2055489244432
250,12,1,5,782.1002659963032
250,12,1,10,767.4431035970772
250,12,1,15,750.9511494857704
250,12,2,1,1477.3744844697972
250,12,2,2,973.8229451403747
250,12,2,5,775.0163425857496
250,12,2,10,765.8833557662425
250,12,2,15,772.2588485963327
250,12,5,1,1472.580151283525
250,12,5,2,996.0358341424117
250,12,5,5,786.1371874133297
250,12,5,10,784.4091934046592
250,12,5,15,774.4515458986408
250,12,10,1,1471.8078177192908
250,12,10,2,973.8239095866684
250,12,10,5,920.4660355628556
250,12,10,10,918.1094441192481
250,12,10,15,898.4246860388873
250,12,15,1,1471.3209191276533
250,12,15,2,967.9643979899922
250,12,15,5,986.5015282773348
250,12,15,10,956.1305182555877
250,12,15,15,975.9524724072429
250,13,1,1,1479.5043157500268
250,13,1,2,993.7470918086506
250,13,1,5,779.114987894319
250,13,1,10,764.7138543355006
250,13,1,15,773.487507612545
250,13,2,1,1477.9297727630706
250,13,2,2,980.409611343699
250,13,2,5,784.3702748751664
250,13,2,10,764.955449734368
250,13,2,15,765.0389456913288
250,13,5,1,1478.1606841239916
250,13,5,2,972.6688885329183
250,13,5,5,780.5533987642784
250,13,5,10,786.0470931150747
250,13,5,15,777.1132433115326
250,13,10,1,1481.6861162172152
250,13,10,2,972.4997279104829
250,13,10,5,907.9619333577693
250,13,10,10,918.5083064177448
250,13,10,15,908.076148093679
250,13,15,1,1487.7387955101055
250,13,15,2,995.2638223261528
250,13,15,5,978.6625467160264
250,13,15,10,970.8911080624982
250,13,15,15,978.7123460968461
250,14,1,1,1487.7844914999841
250,14,1,2,976.0051971809612
250,14,1,5,780.4417086273206
250,14,1,10,777.5193552064
250,14,1,15,768.5379126336795
250,14,2,1,1474.9589390917622
250,14,2,2,971.7602119897323
250,14,2,5,775.0014779784568
250,14,2,10,770.9294761145053
250,14,2,15,770.6522367859362
250,14,5,1,1474.4223850624492
250,14,5,2,985.5815446665756
250,14,5,5,786.3625182167643
250,14,5,10,777.7821278524432
250,14,5,15,774.4053725203851
250,14,10,1,1477.9630497459336
250,14,10,2,984.9420185071482
250,14,10,5,909.1706123121676
250,14,10,10,912.9415530855193
250,14,10,15,904.4880012755551
250,14,15,1,1467.6697196775337
250,14,15,2,981.0937301821803
250,14,15,5,981.4150472824384
250,14,15,10,1002.8907337991938
250,14,15,15,987.254374522912
250,15,1,1,1487.8906271062717
250,15,1,2,977.3916997807578
250,15,1,5,785.1481629465125
250,15,1,10,770.3292118919039
250,15,1,15,764.8767206837975
250,15,2,1,1478.4693348426742
250,15,2,2,975.0745404631255
250,15,2,5,769.8609672983687
250,15,2,10,759.1057738009412
250,15,2,15,756.9436250064025
250,15,5,1,1483.578142295126
250,15,5,2,997.4595661758608
250,15,5,5,778.1742169935379
250,15,5,10,780.5538783542927
250,15,5,15,777.5983794518704
250,15,10,1,1492.747899068567
250,15,10,2,973.7394199992927
250,15,10,5,925.4878287219881
250,15,10,10,904.1093990700398
250,15,10,15,910.0889992862574
250,15,15,1,1479.078332706479
250,15,15,2,984.3182242981721
250,15,15,5,972.3851071691649
250,15,15,10,988.3072124960021
250,15,15,15,972.7220717346606
250,16,1,1,1470.157160590921
250,16,1,2,964.4869017314835
250,16,1,5,790.8010875884197
250,16,1,10,771.876721333467
250,16,1,15,755.3980506435001
250,16,2,1,1473.6441126943273
250,16,2,2,972.2438229502992
250,16,2,5,792.13903700926
250,16,2,10,771.3607104370161
250,16,2,15,770.6401675272969
250,16,5,1,1480.7065294402632
250,16,5,2,960.3499551560468
250,16,5,5,785.7980120053294
250,16,5,10,781.7302918777968
250,16,5,15,784.8419736339083
250,16,10,1,1479.9083224530698
250,16,10,2,987.4282716897537
250,16,10,5,903.0192505844082
250,16,10,10,895.8304354325139
250,16,10,15,912.0887384429158
250,16,15,1,1474.7201636360853
250,16,15,2,977.7367149468638
250,16,15,5,978.2229034896864
250,16,15,10,978.6919344738731
250,16,15,15,961.833574643443
250,17,1,1,1479.4120697098454
250,17,1,2,977.1509657178617
250,17,1,5,789.3858417451733
250,17,1,10,769.4056600158007
250,17,1,15,767.5347229665465
250,17,2,1,1472.1055120612598
250,17,2,2,979.4438635760959
250,17,2,5,777.6801246230137
250,17,2,10,768.1718819112939
250,17,2,15,757.9203867682937
250,17,5,1,1478.0620678213368
250,17,5,2,981.774248850393
250,17,5,5,773.612669807729
250,17,5,10,784.4594589877125
250,17,5,15,779.4706805894056
250,17,10,1,1488.5355146865488
250,17,10,2,983.2466527179199
250,17,10,5,903.8139880879479
250,17,10,10,909.0039001205797
250,17,10,15,906.8444244775944
250,17,15,1,1484.8124515695577
250,17,15,2,998.998980081595
250,17,15,5,990.5081590538163
250,17,15,10,987.0429696880807
250,17,15,15,973.0965588842255
250,18,1,1,1486.965396771575
250,18,1,2,965.9973306751967
250,18,1,5,776.3517312142895
250,18,1,10,762.9692858798911
250,18,1,15,768.8308327029209
250,18,2,1,1487.2145901519439
250,18,2,2,969.9509169368547
250,18,2,5,776.088254242459
250,18,2,10,762.749257916093
250,18,2,15,769.2135526154836
250,18,5,1,1480.4342391438
250,18,5,2,990.0563967074846
250,18,5,5,786.1315973692418
250,18,5,10,788.1473808169254
250,18,5,15,783.8050615900443
250,18,10,1,1470.7970260330687
250,18,10,2,997.7671406832008
250,18,10,5,909.0637059103493
250,18,10,10,916.2221836186928
250,18,10,15,913.254433166433
250,18,15,1,1475.7013916964365
250,18,15,2,979.4558456127378
250,18,15,5,989.6691008688442
250,18,15,10,965.7897946754151
250,18,15,15,976.0296378131558
250,19,1,1,1471.0162391252397
250,19,1,2,971.5323287799949
250,19,1,5,788.8754489778627
250,19,1,10,761.6140294475347
250,19,1,15,767.0102451827703
250,19,2,1,1473.8963135797264
250,19,2,2,981.8216129480235
250,19,2,5,786.8162258421233
250,19,2,10,766.570382278117
250,19,2,15,773.879263518649
250,19,5,1,1480.9165995760873
250,19,5,2,974.4809678522994
250,19,5,5,779.500159451838
250,19,5,10,781.0134168293611
250,19,5,15,790.1162208230172
250,19,10,1,1484.600236819093
250,19,10,2,973.8418893753942
250,19,10,5,922.6869529431733
250,19,10,10,920.8952942033445
250,19,10,15,922.4963274845126
250,19,15,1,1480.562022187061
250,19,15,2,976.717139731992
250,19,15,5,986.3978230148751
250,19,15,10,982.634000013624
250,19,15,15,973.4804348730975
250,20,1,1,1474.0914875116425
250,20,1,2,986.693379260685
250,20,1,5,792.9718229835762
250,20,1,10,759.897986927004
250,20,1,15,752.8642653391557
250,20,2,1,1471.1834181590507
250,20,2,2,972.7204919867073
250,20,2,5,774.3399169421377
250,20,2,10,774.0484587881648
250,20,2,15,772.4420216496295
250,20,5,1,1476.2295467153813
250,20,5,2,975.3445129002088
250,20,5,5,788.4728947848062
250,20,5,10,778.5808799307521
250,20,5,15,775.6931104646385
250,20,10,1,1471.266486594613
250,20,10,2,974.9720844231687
250,20,10,5,919.816983057289
250,20,10,10,917.0307949524598
250,20,10,15,911.0507387411313
250,20,15,1,1467.8690250519392
250,20,15,2,981.270410158218
250,20,15,5,985.9104106336271
250,20,15,10,989.6248687844815
250,20,15,15,978.1113069680968
250,21,1,1,1485.5999700723905
250,21,1,2,968.0227006851508
250,21,1,5,790.9459338058233
250,21,1,10,769.3045823891683
250,21,1,15,767.6690356431822
250,21,2,1,1484.3769651190776
250,21,2,2,971.5763621132585
250,21,2,5,774.277269623059
250,21,2,10,762.4623503700464
250,21,2,15,768.0568842849467
250,21,5,1,1476.9517717803783
250,21,5,2,990.367962033462
250,21,5,5,785.4693806890647
250,21,5,10,773.3062521751903
250,21,5,15,780.6483602904959
250,21,10,1,1477.1125719842992
250,21,10,2,965.7550859234965
250,21,10,5,903.1717374965623
250,21,10,10,911.5400110872133
250,21,10,15,903.9430375114307
250,21,15,1,1482.7260333941247
250,21,15,2,970.963147125761
250,21,15,5,978.5217924614024
250,21,15,10,973.759268601645
250,21,15,15,986.5612354169521
250,22,1,1,1469.9059814082916
250,22,1,2,978.9624059679863
250,22,1,5,791.514551137136
250,22,1,10,758.4572921068504
250,22,1,15,779.2478828019574
250,22,2,1,1472.5781152479715
250,22,2,2,970.9811052600106
250,22,2,5,788.5366840079311
250,22,2,10,757.9726397557506
250,22,2,15,770.228217501908
250,22,5,1,1481.8638643807262
250,22,5,2,993.1833636568167
250,22,5,5,772.3923535509514
250,22,5,10,780.6077349038874
250,22,5,15,774.7909665316422
250,22,10,1,1478.6865111679592
250,22,10,2,984.1638914689045
250,22,10,5,915.9711865004925
250,22,10,10,908.2348913775248
250,22,10,15,889.9097613034202
250,22,15,1,1476.928731826754
250,22,15,2,992.0514798393067
250,22,15,5,975.4738577696949
250,22,15,10,982.3153608354372
250,22,15,15,990.4571826386939
250,23,1,1,1480.4883816816057
250,23,1,2,972.7177345297761
250,23,1,5,785.7620806407333
250,23,1,10,780.628082996602
250,23,1,15,761.0348304473324
250,23,2,1,1474.9095816720078
250,23,2,2,992.2738822548021
250,23,2,5,771.3895885551722
250,23,2,10,764.9369324165325
250,23,2,15,771.4168061309873
250,23,5,1,1476.0900790040855
250,23,5,2,998.0636831940792
250,23,5,5,783.6363927883865
250,23,5,10,775.5501862030158
250,23,5,15,784.3220294960796
250,23,10,1,1471.0003764984356
250,23,10,2,971.9049911774348
250,23,10,5,917.1325441235748
250,23,10,10,909.006266675195
250,23,10,15,914.7170772243019
250,23,15,1,1480.3726453516038
250,23,15,2,964.2341071270855
250,23,15,5,990.7935100946216
250,23,15,10,985.4781844729775
250,23,15,15,997.7476462587493
250,24,1,1,1482.2811857232043
250,24,1,2,988.0444632175418
250,24,1,5,785.1038507979878
250,24,1,10,767.3249207003996
250,24,1,15,775.4275448989415
250,24,2,1,1485.749682624185
250,24,2,2,988.9470801232837
250,24,2,5,782.054008961983
250,24,2,10,779.5606583363113
250,24,2,15,782.940092366055
250,24,5,1,1485.2026220150117
250,24,5,2,980.8159221967775
250,24,5,5,777.6787688915102
250,24,5,10,775.0396816578914
250,24,5,15,783.1351036525886
250,24,10,1,1477.4571954182645
250,24,10,2,992.4892598919034
250,24,10,5,914.4215857159379
250,24,10,10,896.6089693644935
250,24,10,15,919.8636766513102
250,24,15,1,1476.851771374588
250,24,15,2,967.6587103680977
250,24,15,5,974.1582270467832
250,24,15,10,968.7011761133921
250,24,15,15,987.0597014778391
250,25,1,1,1478.8379412654276
250,25,1,2,965.0480652415592
250,25,1,5,784.161930492512
250,25,1,10,770.137681934611
250,25,1,15,770.7916132535433
250,25,2,1,1481.8582889108166
250,25,2,2,975.4922204667787
250,25,2,5,778.442657997392
250,25,2,10,764.3202340915269
250,25,2,15,767.5404957884416
250,25,5,1,1475.980098952648
250,25,5,2,985.523590162903
250,25,5,5,786.654518927727
250,25,5,10,780.9507968492774
250,25,5,15,784.4681319402832
250,25,10,1,1482.6134751614447
250,25,10,2,977.2088453583303
250,25,10,5,905.6512912514434
250,25,10,10,909.8687115542501
250,25,10,15,917.6004660733414
250,25,15,1,1474.7691879203574
250,25,15,2,988.5078476070878
250,25,15,5,982.1466864930134
250,25,15,10,976.9381823538381
250,25,15,15,984.7764962199169
250,26,1,1,1482.055739670773
250,26,1,2,977.1202818961985
250,26,1,5,792.4523618587542
250,26,1,10,765.2155238673782
250,26,1,15,762.3802990721451
250,26,2,1,1477.5116304304865
250,26,2,2,973.7433553144249
250,26,2,5,786.4580112687796
250,26,2,10,769.4649293283949
250,26,2,15,767.4978187945119
250,26,5,1,1474.3016935546116
250,26,5,2,982.169398180569
250,26,5,5,784.6257748516738
250,26,5,10,789.224696637123
250,26,5,15,776.1645453609624
250,26,10,1,1481.0937581862138
250,26,10,2,979.0187146965657
250,26,10,5,911.0266349539036
250,26,10,10,902.7119722793738
250,26,10,15,920.2916452689444
250,26,15,1,1487.6520183220082
250,26,15,2,979.8062847109312
250,26,15,5,983.9386806498517
250,26,15,10,972.1068306486345
250,26,15,15,970.790100562877
250,27,1,1,1469.396451588911
250,27,1,2,970.7708979318838
250,27,1,5,789.1935380738958
250,27,1,10,761.2420196528633
250,27,1,15,777.809192978158
250,27,2,1,1476.9779168759042
250,27,2,2,974.0484608639767
250,27,2,5,779.1107731100514
250,27,2,10,767.0749785243122
250,27,2,15,754.7003486399973
250,27,5,1,1473.5165628245916
250,27,5,2,977.1629831787546
250,27,5,5,775.5193899552064
250,27,5,10,782.6050550777102
250,27,5,15,783.7333304601185
250,27,10,1,1479.1539443528961
250,27,10,2,974.6506342587452
250,27,10,5,923.607313553105
250,27,10,10,925.8310271143589
250,27,10,15,906.402680216412
250,27,15,1,1472.1868460303526
250,27,15,2,971.793055348687
250,27,15,5,986.0324186320081
250,27,15,10,980.7208840836909
250,27,15,15,961.1164036812835
250,28,1,1,1482.2738042304268
250,28,1,2,975.501372408134
250,28,1,5,773.2566728909627
250,28,1,10,769.3213958735329
250,28,1,15,763.5446542230957
250,28,2,1,1478.230602931114
250,28,2,2,984.3620824807507
250,28,2,5,778.4843579372227
250,28,2,10,769.189175881881
250,28,2,15,762.3356318133984
250,28,5,1,1479.7475243525694
250,28,5,2,993.4500592356312
250,28,5,5,788.1421211187883
250,28,5,10,768.827688799882
250,28,5,15,773.2505295129517
250,28,10,1,1484.1668689618273
250,28,10,2,981.4213718633015
250,28,10,5,912.2636164424961
250,28,10,10,916.4940976185371
250,28,10,15,923.6008221039843
250,28,15,1,1473.345998858305
250,28,15,2,975.3237704154959
250,28,15,5,979.0351743260064
250,28,15,10,978.5366828891478
250,28,15,15,972.1005410296725
250,29,1,1,1472.9060378284496
250,29,1,2,981.3565183009068
250,29,1,5,778.2104947964895
250,29,1,10,769.7991129022482
250,29,1,15,768.8997188056017
250,29,2,1,1468.7523809555641
250,29,2,2,984.3550859891488
250,29,2,5,784.4090751969223
250,29,2,10,771.5576500168945
250,29,2,15,765.9791935976459
250,29,5,1,1471.892064184407
250,29,5,2,980.5716756267778
250,29,5,5,787.7371735505385
250,29,5,10,778.4347408040697
250,29,5,15,775.67162035515
250,29,10,1,1481.1280944870339
250,29,10,2,974.5110289814318
250,29,10,5,912.7824173401066
250,29,10,10,920.4712031722553
250,29,10,15,908.9641120623938
250,29,15,1,1477.9969816476337
250,29,15,2,986.7331867727703
250,29,15,5,975.4043690555627
250,29,15,10,989.1058260579061
250,29,15,15,970.388391647225
250,30,1,1,1473.902672189258
250,30,1,2,976.5069677840963
250,30,1,5,773.6329533976109
250,30,1,10,765.8216117951774
250,30,1,15,772.9414184227245
250,30,2,1,1475.5874433702884
250,30,2,2,971.1152719968654
250,30,2,5,778.3076866220094
250,30,2,10,770.6284910116505
250,30,2,15,772.1912850919778
250,30,5,1,1480.1981171060609
250,30,5,2,976.0948093797617
250,30,5,5,786.725422813796
250,30,5,10,778.0556602303736
250,30,5,15,774.3092386273366
250,30,10,1,1474.0092240773565
250,30,10,2,977.6269008406038
250,30,10,5,931.770978872774
250,30,10,10,908.4118862466258
250,30,10,15,915.4570064279366
250,30,15,1,1472.67226473168
250,30,15,2,991.7886273438905
250,30,15,5,986.1582286458204
250,30,15,10,990.1753688694508
250,30,15,15,1001.0919501803198
250,31,1,1,1471.5284175318588
250,31,1,2,989.4338567911116
250,31,1,5,774.9722823844096
250,31,1,10,782.6171204153906
250,31,1,15,770.2241120907603
250,31,2,1,1482.3075953823793
250,31,2,2,966.9960693739139
250,31,2,5,776.9865938254372
250,31,2,10,754.8070045577692
250,31,2,15,764.0582318497285
250,31,5,1,1475.7995940254207
250,31,5,2,993.1176011870602
250,31,5,5,785.2860831859045
250,31,5,10,775.579923554283
250,31,5,15,774.0851389328674
250,31,10,1,1488.4032190275166
250,31,10,2,1004.2089685230698
250,31,10,5,903.6461693704914
250,31,10,10,934.9971937529332
250,31,10,15,924.8210261972356
250,31,15,1,1475.9987141096656
250,31,15,2,973.3260915198192
250,31,15,5,973.7803686726392
250,31,15,10,977.2318021925461
250,31,15,15,985.5434189447466
250,32,1,1,1482.6220069561616
250,32,1,2,978.64990625914
250,32,1,5,788.1390883071953
250,32,1,10,758.6090965079578
250,32,1,15,762.9990396778579
250,32,2,1,1483.9936740406995
250,32,2,2,992.702415952592
250,32,2,5,782.4007240803633
250,32,2,10,761.5815951277687
250,32,2,15,763.0703775486024
250,32,5,1,1480.8745666304978
250,32,5,2,965.006556368465
250,32,5,5,778.6333126648682
250,32,5,10,780.3460559581931
250,32,5,15,786.7858397997956
250,32,10,1,1490.0368460200523
250,32,10,2,968.250422857263
250,32,10,5,895.9540833699473
250,32,10,10,913.0236660883687
250,32,10,15,911.0793289453406
250,32,15,1,1481.411011850863
250,32,15,2,981.5952200156431
250,32,15,5,974.8496321488179
250,32,15,10,981.9380608726041
250,32,15,15,987.9251019568917
250,33,1,1,1477.0875682801338
250,33,1,2,973.4871106869819
250,33,1,5,785.601489251793
250,33,1,10,765.789633928661
250,33,1,15,771.8167015684488
250,33,2,1,1472.3935002623746
250,33,2,2,989.0205738832778
250,33,2,5,785.7733273048593
250,33,2,10,761.1844752125296
250,33,2,15,773.0833789435868
250,33,5,1,1473.16559759192
250,33,5,2,976.1883310935605
250,33,5,5,779.4365132657144
250,33,5,10,780.704639444678
250,33,5,15,784.8714011908073
250,33,10,1,1474.1565517045096
250,33,10,2,986.3799256354455
250,33,10,5,917.1637621972043
250,33,10,10,911.838622997304
250,33,10,15,913.8215326146637
250,33,15,1,1483.3298341987188
250,33,15,2,980.0470935043742
250,33,15,5,982.0695248545902
250,33,15,10,981.1110049596664
250,33,15,15,995.6778755202033
500,1,1,1,1482.2949646137333
500,1,1,2,1249.1292694070335
500,1,1,5,1091.4800018116075
500,1,1,10,1048.4793161846062
500,1,1,15,1037.680124280461
500,1,2,1,1475.9121721022539
500,1,2,2,1236.1239461505481
500,1,2,5,1089.6820714760509
500,1,2,10,1044.942419220328
500,1,2,15,1031.4838990150386
500,1,5,1,1477.7968363582918
500,1,5,2,1249.2626682298871
500,1,5,5,1088.6870304972897
500,1,5,10,1064.5312778794544
500,1,5,15,1088.5589511317005
500,1,10,1,1478.954858918067
500,1,10,2,1256.3868415242573
500,1,10,5,1132.188637959534
500,1,10,10,1163.1824613577426
500,1,10,15,1129.2369722780375
500,1,15,1,1484.4724139692823
500,1,15,2,1258.0530491042302
500,1,15,5,1230.7459479952697
500,1,15,10,1250.12512545597
500,1,15,15,1228.9011649832296
500,2,1,1,1479.1306221390093
500,2,1,2,1125.3537068066069
500,2,1,5,967.1204786577338
500,2,1,10,926.2465199404346
500,2,1,15,935.6101459646328
500,2,2,1,1477.8085270538222
500,2,2,2,1149.2817617943163
500,2,2,5,983.6774848252113
500,2,2,10,925.5088481089806
500,2,2,15,934.1537259887705
500,2,5,1,1475.200612222374
500,2,5,2,1132.1569288034866
500,2,5,5,968.2290778663386
500,2,5,10,953.9232598017578
500,2,5,15,951.2823516953263
500,2,10,1,1476.0213302325224
500,2,10,2,1149.2006747335813
500,2,10,5,1051.1139936038517
500,2,10,10,1064.7567001158536
500,2,10,15,1051.6359665653913
500,2,15,1,1478.5890843521338
500,2,15,2,1145.935440275736
500,2,15,5,1104.6389371777204
500,2,15,10,1149.1675574804988
500,2,15,15,1132.6900675111451
500,3,1,1,1474.4493790167792
500,3,1,2,1065.1184706412382
500,3,1,5,893.1474656770891
500,3,1,10,878.1651320247881
500,3,1,15,876.5051492185694
500,3,2,1,1490.429024664591
500,3,2,2,1074.641798556957
500,3,2,5,909.0850985671623
500,3,2,10,873.3252613813647
500,3,2,15,862.5583822987481
500,3,5,1,1477.8412288260183
500,3,5,2,1058.7625289316466
500,3,5,5,880.4364207877852
500,3,5,10,887.0839591422673
500,3,5,15,873.6887836214917
500,3,10,1,1471.3519198029917
500,3,10,2,1063.8006319537503
500,3,10,5,998.672415768337
500,3,10,10,1001.0232606531783
500,3,10,15,1007.156673666681
500,3,15,1,1485.455205424691
500,3,15,2,1069.3125179420488
500,3,15,5,1069.6433586522649
500,3,15,10,1045.612334822002
500,3,15,15,1084.9008035293075
500,4,1,1,1474.02316530079
500,4,1,2,1018.8928902649714
500,4,1,5,858.7362994373823
500,4,1,10,818.3877212426307
500,4,1,15,803.0013156747212
500,4,2,1,1474.60197422274
500,4,2,2,1023.884097732324
500,4,2,5,833.9087279714063
500,4,2,10,816.3280024763607
500,4,2,15,817.9348852949727
500,4,5,1,1487.4606167045083
500,4,5,2,1014.9799335420769
500,4,5,5,828.8378299490818
500,4,5,10,817.6166325720601
500,4,5,15,827.4090562981601
500,4,10,1,1482.9231961280427
500,4,10,2,1022.3723424282271
500,4,10,5,948.1103072582551
500,4,10,10,954.7431212951445
500,4,10,15,958.2415289357896
500,4,15,1,1474.8510077422768
500,4,15,2,1016.3758999291529
500,4,15,5,1018.5510957316799
500,4,15,10,1014.8963503712229
500,4,15,15,1015.9174358190472
500,5,1,1,1479.3357892400932
500,5,1,2,981.989459986047
500,5,1,5,782.7749024569407
500,5,1,10,756.763111754539
500,5,1,15,761.8371659591481
500,5,2,1,1478.9577226652723
500,5,2,2,999.5324543269879
500,5,2,5,775.0729920833251
500,5,2,10,771.9606067741839
500,5,2,15,775.307250428607
500,5,5,1,1483.6061361372158
500,5,5,2,991.0412226473801
500,5,5,5,792.3239133080715
500,5,5,10,771.7328644423902
500,5,5,15,768.7271766856769
500,5,10,1,1474.215666603567
500,5,10,2,973.0039482315794
500,5,10,5,920.5917329885698
500,5,10,10,912.3010929768919
500,5,10,15,921.4191108105754
500,5,15,1,1477.8999304507877
500,5,15,2,987.8684028632356
500,5,15,5,979.7139045582356
500,5,15,10,987.3056116939692
500,5,15,15,972.0367129508501
500,6,1,1,1479.2027176892493
500,6,1,2,983.716488463231
500,6,1,5,772.4995534484483
500,6,1,10,767.951624505781
500,6,1,15,766.2522030323959
500,6,2,1,1477.5268333854585
500,6,2,2,979.2880550438368
500,6,2,5,777.3984870694165
500,6,2,10,763.9258495308682
500,6,2,15,765.3111213238705
500,6,5,1,1477.3104931404005
500,6,5,2,987.3520730551652
500,6,5,5,792.2548089477434
500,6,5,10,777.6203369379215
500,6,5,15,787.6718602285071
500,6,10,1,1472.0823909846758
500,6,10,2,971.9148517844806
500,6,10,5,907.9405146421797
500,6,10,10,908.1495659852256
500,6,10,15,901.1883227912
500,6,15,1,1473.5278095525507
500,6,15,2,983.147525833855
500,6,15,5,990.5147846388288
500,6,15,10,964.2362271325511
500,6,15,15,975.2972588997071
500,7,1,1,1484.6272651112329
500,7,1,2,990.8492455511259
500,7,1,5,773.8344184431212
500,7,1,10,762.2921574108412
500,7,1,15,759.1412627664673
500,7,2,1,1479.318356631339
