number_of_trees,mtry,min_observations,terminal_nodes,rmse
50,2,2,5,995.9232826443348
50,2,2,10,942.8406681082411
50,2,2,15,935.7307465545096
50,2,5,1,1482.6940370598277
50,2,5,2,1154.237760088214
50,2,5,5,956.5798438828781
50,2,5,10,940.1036007873636
50,2,5,15,956.7422802239831
50,2,10,1,1472.5740431860409
50,2,10,2,1141.6850000398415
50,2,10,5,1052.2198187615875
50,2,10,10,1060.05074800941
50,2,10,15,1059.5007767650816
50,2,15,1,1478.1759760052794
50,2,15,2,1170.1335661674004
50,2,15,5,1145.0176440529235
50,2,15,10,1157.1586922523545
50,2,15,15,1158.4379930987218
50,3,1,1,1484.9224740002048
50,3,1,2,1053.9080848726485
50,3,1,5,904.768663400029
50,3,1,10,868.0973287553171
50,3,1,15,865.3646019457155
50,3,2,1,1474.7764479057648
50,3,2,2,1075.111827819283
50,3,2,5,897.953237936694
50,3,2,10,846.295624186674
50,3,2,15,852.732568759104
50,3,5,1,1481.3932253808275
50,3,5,2,1067.3571929797138
50,3,5,5,889.7608179295731
50,3,5,10,877.2122103275051
50,3,5,15,871.0804737934701
50,3,10,1,1478.6288395544643
50,3,10,2,1055.837295227709
50,3,10,5,986.8564577032005
50,3,10,10,997.8803499472549
50,3,10,15,1000.3607266211353
50,3,15,1,1480.9499482526692
50,3,15,2,1069.7124371967982
50,3,15,5,1064.829388207544
50,3,15,10,1058.3469742610498
50,3,15,15,1058.20954268116
50,4,1,1,1485.3060171321777
50,4,1,2,1009.6115542403911
50,4,1,5,840.3223082439634
50,4,1,10,801.5206873733657
50,4,1,15,796.905747089328
50,4,2,1,1480.202211839989
50,4,2,2,1016.5801394343916
50,4,2,5,831.2763299795815
50,4,2,10,809.4651443008268
50,4,2,15,820.7569022610572
50,4,5,1,1480.476258812514
50,4,5,2,1022.8472007936475
50,4,5,5,831.489990657525
50,4,5,10,817.546361622749
50,4,5,15,821.6675649344679
50,4,10,1,1480.0052687885632
50,4,10,2,1025.6844492311782
50,4,10,5,945.0237590246669
50,4,10,10,934.9192114357628
50,4,10,15,957.4319973224547
50,4,15,1,1486.189785936141
50,4,15,2,1022.3987386814883
50,4,15,5,1010.388546226537
50,4,15,10,1006.5534976064242
50,4,15,15,999.1213630910551
50,5,1,1,1472.255401580995
50,5,1,2,969.7591048644302
50,5,1,5,785.4034947399889
50,5,1,10,773.6727868774085
50,5,1,15,764.5673349417956
50,5,2,1,1474.4621014282227
50,5,2,2,992.4176284477708
50,5,2,5,785.390373947974
50,5,2,10,767.6066959877207
50,5,2,15,767.560036491826
50,5,5,1,1484.561215121029
50,5,5,2,981.829100181907
50,5,5,5,782.3821995218735
50,5,5,10,791.8441943460165
50,5,5,15,783.208343082568
50,5,10,1,1484.0827735603334
50,5,10,2,986.1904553442223
50,5,10,5,916.3232811490749
50,5,10,10,910.5471595671137
50,5,10,15,904.9866583705117
50,5,15,1,1483.3372212451911
50,5,15,2,979.0468350034655
50,5,15,5,978.2743974749988
50,5,15,10,985.9557158527077
50,5,15,15,980.2954760573879
50,6,1,1,1474.7337042774182
50,6,1,2,990.1158010268935
50,6,1,5,780.07947259125865
50,6,1,10,782.8174393257
50,6,1,15,766.9023118572535
50,6,2,1,1478.145555958768
50,6,2,2,988.8510607942596
50,6,2,5,797.4776836624139
50,6,2,10,768.8265633952064
50,6,2,15,768.2444161235408
50,6,5,1,1467.889152007624
50,6,5,2,985.5781355301085
50,6,5,5,777.4887666700018
50,6,5,10,794.7340071071009
50,6,5,15,784.8961442485969
50,6,10,1,1476.9492390006444
50,6,10,2,981.3573830909503
50,6,10,5,923.2896863127154
50,6,10,10,922.7222568520275
50,6,10,15,905.0902795244901
50,6,15,1,1471.3684375140617
50,6,15,2,973.4957282001477
50,6,15,5,980.2531318152234
50,6,15,10,980.9209476681334
50,6,15,15,963.2852777435961
50,7,1,1,1484.9137639214857
50,7,1,2,978.466118335291
50,7,1,5,775.8600744510353
50,7,1,10,760.6308936731006
50,7,1,15,761.0816058671588
50,7,2,1,1472.699305411684
50,7,2,2,989.9775041588018
50,7,2,5,783.8819440189556
50,7,2,10,758.7193722670434
50,7,2,15,765.2831875320185
50,7,5,1,1481.723828423551
50,7,5,2,988.8358218754684
50,7,5,5,780.4329402634753
50,7,5,10,774.0014954261878
50,7,5,15,780.4676855181115
50,7,10,1,1477.8900376622419
50,7,10,2,974.7929484370251
50,7,10,5,891.9346976507535
50,7,10,10,917.5638970531209
50,7,10,15,932.7727780104127
50,7,15,1,1475.3865876427103
50,7,15,2,984.90114330166
50,7,15,5,961.3365371593047
50,7,15,10,988.2417820077145
50,7,15,15,976.9992425147483
50,8,1,1,1472.7466278996126
50,8,1,2,966.0333005639835
50,8,1,5,780.1629404823873
50,8,1,10,760.1593861132607
50,8,1,15,765.468651876744
50,8,2,1,1479.7963185511524
50,8,2,2,978.6585625938196
50,8,2,5,783.9710403307851
50,8,2,10,766.7069339537643
50,8,2,15,762.2821873159353
50,8,5,1,1479.249037580038
50,8,5,2,984.2019900192582
50,8,5,5,776.0352591258071
50,8,5,10,778.0843525792558
50,8,5,15,773.4554674815315
50,8,10,1,1477.3319049785043
50,8,10,2,995.2036343995309
50,8,10,5,908.9335165153217
50,8,10,10,901.9473094047529
50,8,10,15,904.6787869274094
50,8,15,1,1476.1554016940993
50,8,15,2,980.5026434247486
50,8,15,5,989.8591123309625
50,8,15,10,990.7440968167814
50,8,15,15,992.8109667706373
50,9,1,1,1481.793106756074
50,9,1,2,989.2826715757473
50,9,1,5,785.0329558446083
50,9,1,10,760.3959983765993
50,9,1,15,760.158502962814
50,9,2,1,1471.7038802842446
50,9,2,2,971.0774660963443
50,9,2,5,783.1795450216763
50,9,2,10,757.991648223204
50,9,2,15,773.1399627666606
50,9,5,1,1479.7328700537062
50,9,5,2,996.9276657682315
50,9,5,5,781.3256258442016
50,9,5,10,782.7442028157103
50,9,5,15,786.8426723412938
50,9,10,1,1476.405943040037
50,9,10,2,990.5767544132118
50,9,10,5,907.5080983961649
50,9,10,10,920.8586226112789
50,9,10,15,907.4259113675338
50,9,15,1,1482.252316106103
50,9,15,2,975.771161363662
50,9,15,5,973.7124475791746
50,9,15,10,972.3800101663437
50,9,15,15,977.4758162298493
50,10,1,1,1475.4686076526764
50,10,1,2,981.6374700356102
50,10,1,5,781.3486047252688
50,10,1,10,774.5860677351
50,10,1,15,767.7994196667946
50,10,2,1,1472.6857850042536
50,10,2,2,993.9873752037508
50,10,2,5,782.2364752987306
50,10,2,10,759.8772828936419
50,10,2,15,759.8011654517472
50,10,5,1,1479.8963683900276
50,10,5,2,983.7018421738383
50,10,5,5,779.7301118749392
50,10,5,10,786.7613608875528
50,10,5,15,776.1995782307746
50,10,10,1,1472.1616067379587
50,10,10,2,971.4663011983497
50,10,10,5,904.2299632474245
50,10,10,10,903.9293457036233
50,10,10,15,924.6732174505387
50,10,15,1,1480.3014718761506
50,10,15,2,974.0764403357081
50,10,15,5,979.6896908429854
50,10,15,10,974.4441906099294
50,10,15,15,982.2286863251005
50,11,1,1,1477.2966001410214
50,11,1,2,985.8306506035314
50,11,1,5,785.2815685605499
50,11,1,10,758.5515280466404
50,11,1,15,766.6087518297713
50,11,2,1,1474.2283052940286
50,11,2,2,979.3320181509471
50,11,2,5,768.4062081163914
50,11,2,10,757.6099625195363
50,11,2,15,773.5294870100298
50,11,5,1,1476.3542467694208
50,11,5,2,962.8186414776019
50,11,5,5,775.8520351752588
50,11,5,10,784.949312556103
50,11,5,15,774.4664874099752
50,11,10,1,1483.1007729375006
50,11,10,2,973.51346147956815
50,11,10,5,896.0727632058495
50,11,10,10,919.2422480682902
50,11,10,15,897.0407048085663
50,11,15,1,1471.5138509165013
50,11,15,2,986.5851839344898
50,11,15,5,970.4015690158172
50,11,15,10,979.6254478593112
50,11,15,15,982.2524246728967
50,12,1,1,1483.0553098241585
50,12,1,2,995.6209784198323
50,12,1,5,785.5126218089249
50,12,1,10,766.3087404124735
50,12,1,15,772.7339511466198
50,12,2,1,1471.626156261743
50,12,2,2,990.5293034915486
50,12,2,5,780.0288820090515
50,12,2,10,770.4220708731497
50,12,2,15,767.9428965093476
50,12,5,1,1477.8838240461807
50,12,5,2,983.5731691640109
50,12,5,5,793.8137004213988
50,12,5,10,779.293191595891
50,12,5,15,784.4068188928416
50,12,10,1,1477.9593704332092
50,12,10,2,965.995356259857
50,12,10,5,906.5216247888493
50,12,10,10,914.9443683315707
50,12,10,15,903.5052092921783
50,12,15,1,1484.4715925230819
50,12,15,2,980.7774168049884
50,12,15,5,988.0868007703203
50,12,15,10,979.5513749003663
50,12,15,15,975.7376749598095
50,13,1,1,1488.343994733733
50,13,1,2,984.866275193958
50,13,1,5,771.8340316509345
50,13,1,10,773.4145582019784
50,13,1,15,759.91989299136
50,13,2,1,1481.975870436428
50,13,2,2,968.5865039371334
50,13,2,5,777.7855984567683
50,13,2,10,761.1595876541178
50,13,2,15,778.5185934361705
50,13,5,1,1487.0754216329021
50,13,5,2,997.316583057166
50,13,5,5,788.7380448537631
50,13,5,10,786.492035339026
50,13,5,15,782.120703749282
50,13,10,1,1487.2735207161536
50,13,10,2,966.1980927934623
50,13,10,5,921.2148766165027
50,13,10,10,907.735400477166
50,13,10,15,916.1820192462307
50,13,15,1,1474.5195168636226
50,13,15,2,985.5770361221571
50,13,15,5,982.7685734966917
50,13,15,10,991.0863747369882
50,13,15,15,973.3703428442165
50,14,1,1,1485.1651452042342
50,14,1,2,978.0179790716855
50,14,1,5,788.6641235419409
50,14,1,10,762.0449520605795
50,14,1,15,754.5337329817226
50,14,2,1,1484.8459750479171
50,14,2,2,993.5079959220546
50,14,2,5,765.0885710345397
50,14,2,10,775.7265834715982
50,14,2,15,768.6030089389451
50,14,5,1,1481.6743108659368
50,14,5,2,994.3675032828471
50,14,5,5,779.1073294607502
50,14,5,10,781.1557723612337
50,14,5,15,779.198228631028
50,14,10,1,1486.5981875917535
50,14,10,2,971.4035753602028
50,14,10,5,898.2645859901199
50,14,10,10,900.8406382135772
50,14,10,15,908.8479774613296
50,14,15,1,1481.9029752866509
50,14,15,2,990.6595696251057
50,14,15,5,988.1846397204495
50,14,15,10,963.0458186880635
50,14,15,15,972.6049581192169
50,15,1,1,1480.996736068911
50,15,1,2,994.7143269706493
50,15,1,5,783.0095060008589
50,15,1,10,773.691363274037
50,15,1,15,768.2551289730081
50,15,2,1,1477.4299787182867
50,15,2,2,986.621638940965
50,15,2,5,771.524726849154
50,15,2,10,768.0807722778419
50,15,2,15,770.736307640298
50,15,5,1,1483.0745124760253
50,15,5,2,976.8516668866836
50,15,5,5,778.7421187723144
50,15,5,10,786.2221292432316
50,15,5,15,784.9618046679606
50,15,10,1,1486.8046951017936
50,15,10,2,984.1826815003586
50,15,10,5,920.4759112584462
50,15,10,10,912.966591567766
50,15,10,15,912.2792254694427
50,15,15,1,1488.9580199960244
50,15,15,2,966.5213005380177
50,15,15,5,984.6189411177792
50,15,15,10,983.3070456607174
50,15,15,15,994.6569278162758
50,16,1,1,1475.198327468785
50,16,1,2,979.0045900841336
50,16,1,5,785.6316223260211
50,16,1,10,779.8547953906841
50,16,1,15,756.5830034587525
50,16,2,1,1480.036876065072
50,16,2,2,982.5837992147748
50,16,2,5,779.280817351664
50,16,2,10,773.1207213864009
50,16,2,15,774.3550323069945
50,16,5,1,1484.6874028622938
50,16,5,2,958.7747904184325
50,16,5,5,778.2418360256931
50,16,5,10,784.0048107981385
50,16,5,15,774.9230382961447
50,16,10,1,1472.2876450596466
50,16,10,2,986.8234352104099
50,16,10,5,893.6331828920418
50,16,10,10,908.2172474802937
50,16,10,15,916.5338322527479
50,16,15,1,1469.686542921862
50,16,15,2,973.5335471670294
50,16,15,5,975.5013577432916
50,16,15,10,978.370602291838
50,16,15,15,983.8771548547063
50,17,1,1,1480.4701974175343
50,17,1,2,974.6904724814665
50,17,1,5,778.9985317717902
50,17,1,10,771.84919872769
50,17,1,15,787.6455667426392
50,17,2,1,1472.539431153726
50,17,2,2,983.3243667186078
50,17,2,5,786.3117869631052
50,17,2,10,769.2743548579458
50,17,2,15,760.8746945432824
50,17,5,1,1482.5826298748989
50,17,5,2,983.279819930576
50,17,5,5,777.5440834609856
50,17,5,10,778.7463860271039
50,17,5,15,779.4162467771403
50,17,10,1,1473.7850427210903
50,17,10,2,1003.9839617429941
50,17,10,5,921.1403949573478
50,17,10,10,914.9151015542552
50,17,10,15,918.1313218616508
50,17,15,1,1480.8817768703432
50,17,15,2,969.3898137614314
50,17,15,5,964.9153711208519
50,17,15,10,968.215543610939
50,17,15,15,991.4503759008124
50,18,1,1,1476.3388934335753
50,18,1,2,988.2517055685415
50,18,1,5,785.6652670823622
50,18,1,10,762.8462402116704
50,18,1,15,766.3811467953353
50,18,2,1,1478.2546460049407
50,18,2,2,982.0216081626334
50,18,2,5,786.1304943728568
50,18,2,10,760.3100623474738
50,18,2,15,765.4317155045031
50,18,5,1,1483.2797674618312
50,18,5,2,972.8248783522018
50,18,5,5,772.6513059538222
50,18,5,10,780.3131972250509
50,18,5,15,777.176606437619
50,18,10,1,1483.3684114246266
50,18,10,2,993.8601647621379
50,18,10,5,913.5224960026787
50,18,10,10,903.4746178433817
50,18,10,15,907.9289266430944
50,18,15,1,1485.4493691135688
50,18,15,2,967.0210829006224
50,18,15,5,991.6038040416543
50,18,15,10,987.3133390308325
50,18,15,15,990.3356999379678
50,19,1,1,1476.8138646242785
50,19,1,2,980.761241892128
50,19,1,5,782.9361149732525
50,19,1,10,769.8408404404316
50,19,1,15,764.1130544341371
50,19,2,1,1481.5229816481396
50,19,2,2,977.438957056262
50,19,2,5,795.9377326088205
50,19,2,10,771.8834830496332
50,19,2,15,773.1985513572823
50,19,5,1,1489.79573599788
50,19,5,2,979.1639578421139
50,19,5,5,772.0999949805367
50,19,5,10,788.6434016081777
50,19,5,15,781.2955049524644
50,19,10,1,1486.7834670516402
50,19,10,2,972.7878767281563
50,19,10,5,900.9791113158866
50,19,10,10,891.3333658943727
50,19,10,15,927.8909816124342
50,19,15,1,1475.9242549978385
50,19,15,2,977.2006606983308
50,19,15,5,981.969522152877
50,19,15,10,993.4836163645854
50,19,15,15,985.8438281772094
50,20,1,1,1475.7387779545513
50,20,1,2,979.756116274142
50,20,1,5,778.8172030753854
50,20,1,10,757.2050128414938
50,20,1,15,758.8460792470806
50,20,2,1,1485.128080299307
50,20,2,2,966.5097992576848
50,20,2,5,784.8579187353439
50,20,2,10,765.1639124317611
50,20,2,15,757.8629701209184
50,20,5,1,1474.585743349667
50,20,5,2,972.1471242806833
50,20,5,5,789.0330179046714
50,20,5,10,777.0787945296212
50,20,5,15,780.61961725743
50,20,10,1,1476.5804016897991
50,20,10,2,996.6890908195268
50,20,10,5,896.4545221630482
50,20,10,10,912.9321565078988
50,20,10,15,911.2761372424072
50,20,15,1,1483.068111562917
50,20,15,2,975.5525921905834
50,20,15,5,964.2205176161422
50,20,15,10,979.9448657679247
50,20,15,15,984.9737733563342
50,21,1,1,1482.0903456199546
50,21,1,2,983.5480731691212
50,21,1,5,776.3784703131471
50,21,1,10,763.5508460342915
50,21,1,15,762.0643110521142
50,21,2,1,1474.263286538738
50,21,2,2,996.020796061325
50,21,2,5,782.1645013972292
50,21,2,10,763.6431930682166
50,21,2,15,761.4759418695818
50,21,5,1,1481.5154402087696
50,21,5,2,992.7897860808177
50,21,5,5,784.4291857870701
50,21,5,10,786.4728956782401
50,21,5,15,786.0740582002469
50,21,10,1,1475.4352277718897
50,21,10,2,972.8654071206918
50,21,10,5,916.3291430294491
50,21,10,10,905.5608990040779
50,21,10,15,929.7692076283156
50,21,15,1,1478.8189604643026
50,21,15,2,1003.7572182127692
50,21,15,5,970.613321115139
50,21,15,10,967.7785281414451
50,21,15,15,972.622055742391
50,22,1,1,1481.0532768544256
50,22,1,2,976.6077184589111
50,22,1,5,794.0624151796425
50,22,1,10,759.5206092407807
50,22,1,15,775.2958640274047
50,22,2,1,1472.8930855815345
50,22,2,2,989.499230244783
50,22,2,5,769.5137141513462
50,22,2,10,760.3627257800159
50,22,2,15,766.4952618498912
50,22,5,1,1463.5414472288805
50,22,5,2,1005.4375045523738
50,22,5,5,789.4833886121561
50,22,5,10,770.8415108640396
50,22,5,15,788.9119012349519
50,22,10,1,1481.4444543061381
50,22,10,2,989.6328263117637
50,22,10,5,912.6191584171778
50,22,10,10,903.8564964113189
50,22,10,15,905.7511852121227
50,22,15,1,1477.141988688259
50,22,15,2,977.3115002670344
50,22,15,5,983.9901521402421
50,22,15,10,989.9153105766602
50,22,15,15,980.4024784323897
50,23,1,1,1470.4222909193581
50,23,1,2,997.2033805201665
50,23,1,5,789.0501832741234
50,23,1,10,757.8829100544909
50,23,1,15,770.5693652998845
50,23,2,1,1483.950317048401
50,23,2,2,992.634255345318
50,23,2,5,779.3470764665136
50,23,2,10,764.7054577999537
50,23,2,15,762.1053239843778
50,23,5,1,1472.637650190621
50,23,5,2,976.9710716029458
50,23,5,5,782.1117823878992
50,23,5,10,779.7424201800399
50,23,5,15,778.2824895335543
50,23,10,1,1480.748065759556
50,23,10,2,971.4227192196744
50,23,10,5,912.9614006272874
50,23,10,10,903.51241501642
50,23,10,15,917.2591504754976
50,23,15,1,1475.0108274917634
50,23,15,2,969.8380794823383
50,23,15,5,979.2518381839512
50,23,15,10,985.6779752971751
50,23,15,15,984.9672490980247
50,24,1,1,1478.63415669486
50,24,1,2,987.7660587446939
50,24,1,5,788.7580674874458
50,24,1,10,775.764597915539
50,24,1,15,769.6249813755616
50,24,2,1,1475.8435955232278
50,24,2,2,976.0484962514901
50,24,2,5,778.8145427828771
50,24,2,10,766.6720926033931
50,24,2,15,771.0594414901918
50,24,5,1,1486.651498214613
50,24,5,2,975.4844891446394
50,24,5,5,776.4682296740737
50,24,5,10,778.9580035090091
50,24,5,15,772.9117221052531
50,24,10,1,1476.687080672566
50,24,10,2,975.2680439050621
50,24,10,5,911.4461545320764
50,24,10,10,914.4668633430862
50,24,10,15,901.1415138540609
50,24,15,1,1478.0090828648795
50,24,15,2,976.2360750794855
50,24,15,5,981.7531356659612
50,24,15,10,988.7719309969117
50,24,15,15,973.8307338047861
50,25,1,1,1472.954263633885
50,25,1,2,982.5703244780248
50,25,1,5,793.8820401729656
50,25,1,10,772.7323695427222
50,25,1,15,779.8795350308918
50,25,2,1,1480.786162288322
50,25,2,2,982.2363790250746
50,25,2,5,781.4557187632995
50,25,2,10,770.001659766459
50,25,2,15,765.2807282227657
50,25,5,1,1477.738466115582
50,25,5,2,963.0498533687329
50,25,5,5,774.2414527865801
50,25,5,10,783.3810270241488
50,25,5,15,777.08068006757685
50,25,10,1,1485.0895371150173
50,25,10,2,975.8379146469902
50,25,10,5,893.2542518780492
50,25,10,10,916.3476314131599
50,25,10,15,896.3367968459381
50,25,15,1,1481.4131429638435
50,25,15,2,980.954058330614
50,25,15,5,972.6254497548516
50,25,15,10,990.5877312081337
50,25,15,15,990.8167667045169
50,26,1,1,1474.6815001344173
50,26,1,2,980.3085113083885
50,26,1,5,785.8830364268679
50,26,1,10,770.2504147180041
50,26,1,15,766.5101964009785
50,26,2,1,1482.9609416307121
50,26,2,2,990.0307655126538
50,26,2,5,785.3019714434796
50,26,2,10,770.6011654604046
50,26,2,15,770.9008409642146
50,26,5,1,1470.4542466790917
50,26,5,2,991.0479209314306
50,26,5,5,787.0477830261351
50,26,5,10,798.0786617653717
50,26,5,15,776.184445132708
50,26,10,1,1478.0750690702919
50,26,10,2,976.1619882437788
50,26,10,5,912.4527557532753
50,26,10,10,917.3649389135095
50,26,10,15,911.5854196792656
50,26,15,1,1487.1600239385984
50,26,15,2,966.8503647236025
50,26,15,5,986.3742319314919
50,26,15,10,1000.6317224826847
50,26,15,15,976.0427492070371
50,27,1,1,1488.6453310144902
50,27,1,2,980.4525058114017
50,27,1,5,780.3456130815288
50,27,1,10,777.9203853937956
50,27,1,15,770.5255305941091
50,27,2,1,1483.6593341802861
50,27,2,2,988.4206231613111
50,27,2,5,770.77969957347
50,27,2,10,781.1067806813481
50,27,2,15,766.0047658309095
50,27,5,1,1486.4766007759893
50,27,5,2,974.495238272902
50,27,5,5,779.1297105738059
50,27,5,10,771.7246746849452
50,27,5,15,786.8939274708257
50,27,10,1,1462.4696710210576
50,27,10,2,980.8084446328426
50,27,10,5,907.5065739991445
50,27,10,10,912.5065782205038
50,27,10,15,910.5961607944122
50,27,15,1,1476.167486732661
50,27,15,2,975.7618592112085
50,27,15,5,964.3459016707901
50,27,15,10,977.7541046680767
50,27,15,15,967.0871856362014
50,28,1,1,1480.095343231481
50,28,1,2,978.4981636912263
50,28,1,5,784.8177524243015
50,28,1,10,771.4989662715649
50,28,1,15,769.439665621245
50,28,2,1,1473.244061864977
50,28,2,2,964.8090991784976
50,28,2,5,782.421473923122
50,28,2,10,762.874164909757
50,28,2,15,771.0486543646256
50,28,5,1,1477.6102891509422
50,28,5,2,988.0052994552516
50,28,5,5,776.5077852334356
50,28,5,10,784.2390166340211
50,28,5,15,790.170720217684
50,28,10,1,1482.302182181879
50,28,10,2,974.0359203967089
50,28,10,5,906.0433662269402
50,28,10,10,912.8251366889248
50,28,10,15,913.9116422409691
50,28,15,1,1474.5808496569712
50,28,15,2,986.2816609227519
50,28,15,5,969.0350135356999
50,28,15,10,989.4961081462445
50,28,15,15,989.3814680369802
50,29,1,1,1471.3856063837356
50,29,1,2,992.6758502523628
50,29,1,5,779.349079382492
50,29,1,10,771.2353074850242
50,29,1,15,760.5948757032222
50,29,2,1,1486.2880712820083
50,29,2,2,995.7896883619749
50,29,2,5,787.067193155509
50,29,2,10,774.2402575455856
50,29,2,15,760.3912285306384
50,29,5,1,1475.9879368826978
50,29,5,2,976.1446362491129
50,29,5,5,785.0652364454116
50,29,5,10,781.7733339872563
50,29,5,15,775.7938526611186
50,29,10,1,1481.518309229823
50,29,10,2,981.4964246923
50,29,10,5,917.1670600751529
50,29,10,10,903.428533230971
50,29,10,15,903.1520096359694
50,29,15,1,1473.122823028689
50,29,15,2,982.1449726633546
50,29,15,5,981.9581393703209
50,29,15,10,962.1185688086407
50,29,15,15,998.0806655273824
50,30,1,1,1466.4624345590369
50,30,1,2,983.4711568023284
50,30,1,5,781.7238938478671
50,30,1,10,767.024565037728
50,30,1,15,781.1183818922713
50,30,2,1,1480.2557720692785
50,30,2,2,981.0074017375083
50,30,2,5,778.0985879630447
50,30,2,10,766.256971509679
50,30,2,15,773.3955394460198
50,30,5,1,1466.6901815408241
50,30,5,2,991.5458850008413
50,30,5,5,778.6833003392295
50,30,5,10,782.5330695508078
50,30,5,15,779.2495360228639
50,30,10,1,1476.305900675742
50,30,10,2,971.8430434503279
50,30,10,5,920.413353686137
50,30,10,10,912.1762228175297
50,30,10,15,916.3077032478392
50,30,15,1,1479.454877003362
50,30,15,2,975.7471789965643
50,30,15,5,993.3940329810875
50,30,15,10,984.232431055341
50,30,15,15,983.8298086819696
50,31,1,1,1481.7874495801796
50,31,1,2,977.043465325775
50,31,1,5,778.689271904593
50,31,1,10,760.9241137685084
50,31,1,15,773.624410716208
50,31,2,1,1473.539871364192
50,31,2,2,970.467395961855
50,31,2,5,777.6417123152024
50,31,2,10,773.2442388533841
50,31,2,15,776.0737148603647
50,31,5,1,1474.6555619432656
50,31,5,2,984.5508516054788
50,31,5,5,783.0257174777553
50,31,5,10,786.9736117990818
50,31,5,15,774.5636737988216
50,31,10,1,1480.6267373015428
50,31,10,2,968.0206100427425
50,31,10,5,916.9084611248661
50,31,10,10,908.8621631583185
50,31,10,15,913.3603112358685
50,31,15,1,1479.4123971028725
50,31,15,2,976.1937505858627
50,31,15,5,975.3371724734119
50,31,15,10,988.4650961273159
50,31,15,15,976.1562127976549
50,32,1,1,1474.3781030860873
50,32,1,2,992.3568976895851
50,32,1,5,777.3424641086765
50,32,1,10,780.8648525585219
50,32,1,15,767.7518549870134
50,32,2,1,1477.319809700815
50,32,2,2,992.4117545864515
50,32,2,5,774.9759768041904
50,32,2,10,775.756093576248
50,32,2,15,769.7174562193801
50,32,5,1,1477.3975318834086
50,32,5,2,980.4856311351139
50,32,5,5,773.0756464986239
50,32,5,10,780.0473805354428
50,32,5,15,775.8195337085215
50,32,10,1,1475.182007911294
50,32,10,2,963.5083381044817
50,32,10,5,902.9048050842493
50,32,10,10,904.3424240134138
50,32,10,15,913.9064339613889
50,32,15,1,1471.9665473164298
50,32,15,2,964.2900845396262
50,32,15,5,975.3513797291821
50,32,15,10,983.6135381532391
50,32,15,15,975.3533961939966
50,33,1,1,1481.286429356917
50,33,1,2,984.4643322848214
50,33,1,5,778.8575104922428
50,33,1,10,773.1004477293451
50,33,1,15,762.964548091631
50,33,2,1,1484.06076504483
50,33,2,2,975.6142329488086
50,33,2,5,796.7020324888796
50,33,2,10,769.5123155378063
50,33,2,15,773.7409267748045
50,33,5,1,1476.72073609724
50,33,5,2,992.8311515945209
50,33,5,5,794.1730835842234
50,33,5,10,783.599309347459
50,33,5,15,784.1534118458839
50,33,10,1,1490.6152128590934
50,33,10,2,976.7771819915062
50,33,10,5,890.4739296606689
50,33,10,10,908.5478396450787
50,33,10,15,923.8453564558002
50,33,15,1,1485.0586375803978
50,33,15,2,992.4759133947816
50,33,15,5,975.0922630885556
50,33,15,10,961.5364574193251
50,33,15,15,988.156428457002
100,1,1,1,1486.7238985550903
100,1,1,2,1242.5629434325017
100,1,1,5,1085.188673608972
100,1,1,10,1041.7927770893932
100,1,1,15,1022.0308405835202
100,1,2,1,1478.394496663252
100,1,2,2,1240.2915994827824
100,1,2,5,1081.641084069764
100,1,2,10,1051.7167922777942
100,1,2,15,1039.355532649172
100,1,5,1,1485.6251265956234
100,1,5,2,1244.7105451692903
100,1,5,5,1093.7919720372709
100,1,5,10,1071.4255220404843
100,1,5,15,1073.7607994354005
100,1,10,1,1477.1656859346442
100,1,10,2,1237.1067064480192
100,1,10,5,1143.7255215172866
100,1,10,10,1153.6934790867201
100,1,10,15,1154.3695057231182
100,1,15,1,1478.72684182323
100,1,15,2,1251.754508205795
100,1,15,5,1236.089219258739
100,1,15,10,1214.7632415313228
100,1,15,15,1229.9649533493343
100,2,1,1,1473.1408289186847
100,2,1,2,1162.9896729507157
100,2,1,5,977.5134920899077
100,2,1,10,925.259634890389
100,2,1,15,940.2802365558259
100,2,2,1,1476.5665977404706
100,2,2,2,1148.6374751524997
100,2,2,5,974.3767223347676
100,2,2,10,929.1096125499109
100,2,2,15,930.5062019864779
100,2,5,1,1474.977948292632
100,2,5,2,1146.1702549619001
100,2,5,5,970.0502914666383
100,2,5,10,967.0601533602645
100,2,5,15,956.3493207698922
100,2,10,1,1485.294674532853
100,2,10,2,1152.9278249029287
100,2,10,5,1055.417337014966
100,2,10,10,1058.498054559988
100,2,10,15,1048.5231250874733
100,2,15,1,1478.322524966971
100,2,15,2,1149.9927130504625
100,2,15,5,1139.4828113749804
100,2,15,10,1122.559051673486
100,2,15,15,1139.1700455779521
100,3,1,1,1480.9340522238592
100,3,1,2,1068.413200064707
100,3,1,5,890.7948014236623
100,3,1,10,867.140350408196
100,3,1,15,847.20577817474
100,3,2,1,1476.288179645507
100,3,2,2,1072.22457427842
100,3,2,5,903.5699511523248
100,3,2,10,868.368410036439
100,3,2,15,850.8455011740772
100,3,5,1,1481.2309445460858
100,3,5,2,1058.1022276698568
100,3,5,5,893.3662762301507
100,3,5,10,875.9250232689919
100,3,5,15,886.3110951854404
100,3,10,1,1478.0045857785215
100,3,10,2,1072.3472293388534
100,3,10,5,993.1157177043533
100,3,10,10,1009.2770882367403
100,3,10,15,994.2933742024383
100,3,15,1,1481.578560032077
100,3,15,2,1077.1477657121384
100,3,15,5,1070.554918238688
100,3,15,10,1066.2991060709787
